episode,mean_reward,max_reward,min_reward,std_reward,mean_episode_length,collision_rate,success_rate,mean_travel_time_s,total_collisions,total_successes,steps_per_sec,episodes_per_sec,elapsed_sec,mean_train_loss,success_rate/left,collision_rate/left,success_rate/straight,collision_rate/straight,success_rate/right,collision_rate/right,success_rate/scenario_a,success_rate/scenario_b,success_rate/scenario_c,success_rate/scenario_d,success_rate/scenario_e,success_rate/scenario_f,success_rate/scenario_g,success_rate/scenario_h,success_rate/scenario_i
1250,-6.027502536773682,32.14999771118164,-535.25,107.85807800292969,226.85000610351562,0.03999999910593033,1.0,22.684999465942383,68.0,1235.0,80.49127197265625,0.3930237889289856,4260.5302734375,2.9194488525390625,1.0,0.1599999964237213,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1260,-6.501502513885498,32.14999771118164,-535.25,107.75712585449219,230.00999450683594,0.03999999910593033,1.0,23.000999450683594,68.0,1245.0,86.81983947753906,0.42392498254776,4284.11962890625,2.919598340988159,1.0,0.1599999964237213,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1270,-6.7220025062561035,32.14999771118164,-535.25,107.70510864257812,231.47999572753906,0.03999999910593033,1.0,23.148000717163086,68.0,1255.0,78.6385498046875,0.3839772641658783,4310.16259765625,2.9196979999542236,1.0,0.1599999964237213,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1280,-1.5145026445388794,30.199996948242188,-535.25,93.77506256103516,233.42999267578125,0.029999999329447746,1.0,23.343000411987305,68.0,1265.0,77.94046783447266,0.3805686831474304,4336.43896484375,2.9021449089050293,1.0,0.1599999964237213,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1290,-6.987502574920654,30.199996948242188,-535.25,107.48811340332031,233.25,0.03999999910593033,0.9900000095367432,23.291000366210938,69.0,1274.0,79.61185455322266,0.3887297511100769,4362.1640625,2.902108907699585,1.0,0.1599999964237213,0.9700000286102295,0.05000000074505806,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1300,-1.7785027027130127,30.199996948242188,-535.25,93.68293762207031,235.19000244140625,0.029999999329447746,0.9900000095367432,23.509000778198242,69.0,1284.0,88.95269012451172,0.434339314699173,4385.1875,2.902082920074463,1.0,0.1599999964237213,0.9700000286102295,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1310,-1.600002646446228,30.199996948242188,-535.25,93.70953369140625,234.0,0.029999999329447746,0.9900000095367432,23.450000762939453,69.0,1294.0,79.57904052734375,0.38856953382492065,4410.9228515625,2.9043567180633545,1.0,0.15000000596046448,0.9700000286102295,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1320,-1.0105026960372925,30.199996948242188,-535.25,93.55044555664062,230.07000732421875,0.029999999329447746,0.9900000095367432,23.10300064086914,70.0,1304.0,154.92906188964844,0.3782447874546051,4437.36083984375,2.9034194946289062,1.0,0.15000000596046448,0.9700000286102295,0.05000000074505806,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1330,-6.803002834320068,28.099998474121094,-535.25,107.22327423095703,232.02000427246094,0.03999999910593033,0.9900000095367432,23.256000518798828,71.0,1314.0,92.57046508789062,0.45200422406196594,4459.484375,2.870593309402466,1.0,0.14000000059604645,0.9700000286102295,0.05000000074505806,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1340,-1.100502610206604,28.099998474121094,-530.2999877929688,93.18828582763672,230.6699981689453,0.029999999329447746,0.9900000095367432,23.114999771118164,71.0,1324.0,78.1351318359375,0.3815191984176636,4485.6953125,2.890256404876709,1.0,0.12999999523162842,0.9700000286102295,0.05000000074505806,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1350,-12.381002426147461,28.099998474121094,-534.2000122070312,119.08264923095703,232.5399932861328,0.05000000074505806,0.9800000190734863,23.277999877929688,73.0,1333.0,76.22968292236328,0.37221524119377136,4512.5615234375,2.925140380859375,0.9900000095367432,0.14000000059604645,0.9700000286102295,0.05000000074505806,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1360,-12.307502746582031,28.099998474121094,-534.2000122070312,119.09087371826172,232.0500030517578,0.05000000074505806,0.9800000190734863,23.31399917602539,73.0,1343.0,78.54585266113281,0.38352465629577637,4538.6357421875,2.907569408416748,0.9900000095367432,0.12999999523162842,0.9700000286102295,0.05000000074505806,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1370,-17.990503311157227,28.099998474121094,-534.2000122070312,129.8290557861328,233.27000427246094,0.05999999865889549,0.9800000190734863,23.441999435424805,74.0,1353.0,89.16374206542969,0.4353698194026947,4561.6044921875,2.925039529800415,0.9900000095367432,0.11999999731779099,0.9700000286102295,0.05000000074505806,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1380,-23.4845027923584,28.099998474121094,-534.7999877929688,139.59933471679688,233.22999572753906,0.07000000029802322,0.9800000190734863,23.42799949645996,75.0,1363.0,150.61764526367188,0.3677188456058502,4588.79931640625,2.9444875717163086,0.9900000095367432,0.12999999523162842,0.9700000286102295,0.05000000074505806,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1390,-23.930002212524414,28.099998474121094,-534.7999877929688,139.6641387939453,236.1999969482422,0.07000000029802322,0.9900000095367432,23.66200065612793,76.0,1373.0,76.82609558105469,0.3751274347305298,4615.45703125,2.943087100982666,0.9900000095367432,0.14000000059604645,0.9800000190734863,0.03999999910593033,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1400,-24.0830020904541,28.099998474121094,-534.7999877929688,139.62351989746094,237.22000122070312,0.07000000029802322,0.9900000095367432,23.759000778198242,76.0,1383.0,78.83513641357422,0.38493719696998596,4641.43505859375,2.9408178329467773,0.9900000095367432,0.12999999523162842,0.9800000190734863,0.03999999910593033,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1410,-35.222503662109375,28.099998474121094,-534.7999877929688,156.6268310546875,238.14999389648438,0.09000000357627869,0.9900000095367432,23.83099937438965,78.0,1393.0,88.28038024902344,0.43105655908584595,4664.6337890625,2.943146228790283,0.9900000095367432,0.14000000059604645,0.9800000190734863,0.03999999910593033,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1420,-30.565502166748047,27.499998092651367,-534.7999877929688,148.35537719726562,243.77000427246094,0.07999999821186066,0.9900000095367432,24.44099998474121,78.0,1403.0,73.03861999511719,0.35663387179374695,4692.673828125,2.9409074783325195,0.9900000095367432,0.12999999523162842,0.9900000095367432,0.029999999329447746,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1430,-26.03150177001953,27.499998092651367,-534.7999877929688,139.44528198242188,250.2100067138672,0.07000000029802322,0.9900000095367432,25.076000213623047,78.0,1413.0,138.34103393554688,0.33774664998054504,4722.28173828125,2.934006452560425,0.9900000095367432,0.11999999731779099,0.9900000095367432,0.029999999329447746,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1440,-26.90150260925293,27.499998092651367,-534.7999877929688,139.22010803222656,256.010009765625,0.07000000029802322,0.9900000095367432,25.611000061035156,78.0,1423.0,70.79329681396484,0.3456704020500183,4751.2109375,2.931676149368286,0.9900000095367432,0.11999999731779099,0.9900000095367432,0.029999999329447746,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1450,-16.459503173828125,27.499998092651367,-534.7999877929688,119.02289581298828,259.7300109863281,0.05000000074505806,1.0,25.972999572753906,78.0,1433.0,157.94805908203125,0.38561537861824036,4777.1435546875,2.9079391956329346,0.9900000095367432,0.11999999731779099,0.9900000095367432,0.029999999329447746,1.0,0.009999999776482582,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1460,-22.481502532958984,27.499998092651367,-534.7999877929688,129.3625946044922,263.2099914550781,0.05999999865889549,1.0,26.320999145507812,79.0,1443.0,72.84993743896484,0.3557125926017761,4805.25634765625,2.9278674125671387,0.9900000095367432,0.11999999731779099,0.9900000095367432,0.029999999329447746,1.0,0.019999999552965164,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1470,-17.625001907348633,27.499998092651367,-534.7999877929688,118.60472869873047,267.5,0.05000000074505806,1.0,26.75,79.0,1453.0,71.6861801147461,0.35003018379211426,4833.8251953125,2.925520420074463,0.9900000095367432,0.11999999731779099,0.9900000095367432,0.029999999329447746,1.0,0.019999999552965164,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1480,-12.767003059387207,25.549997329711914,-534.6500244140625,106.48442077636719,271.7799987792969,0.03999999910593033,1.0,27.17799949645996,79.0,1463.0,143.97801208496094,0.3515087962150574,4862.27392578125,2.893449544906616,0.9900000095367432,0.11999999731779099,0.9900000095367432,0.029999999329447746,1.0,0.019999999552965164,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1490,-7.645002841949463,25.09999656677246,-534.5,92.65077209472656,274.29998779296875,0.029999999329447746,1.0,27.43000030517578,79.0,1473.0,71.9357681274414,0.3512488901615143,4890.744140625,2.893376588821411,0.9900000095367432,0.10000000149011612,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1500,-7.9825029373168945,25.09999656677246,-534.5,92.58295440673828,276.54998779296875,0.029999999329447746,1.0,27.655000686645508,79.0,1483.0,83.41651916503906,0.4073072075843811,4915.29541015625,2.893211841583252,0.9900000095367432,0.10000000149011612,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1510,-2.9775030612945557,25.09999656677246,-535.4000244140625,76.02019500732422,279.8500061035156,0.019999999552965164,1.0,27.985000610351562,80.0,1493.0,144.0325164794922,0.3516418933868408,4943.7333984375,2.892832040786743,0.9900000095367432,0.10000000149011612,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1520,-3.082503080368042,25.09999656677246,-535.4000244140625,76.04564666748047,280.54998779296875,0.019999999552965164,1.0,28.05500030517578,80.0,1503.0,71.81642150878906,0.3506661355495453,4972.25048828125,2.9079580307006836,0.9900000095367432,0.10000000149011612,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1530,-2.965502977371216,25.09999656677246,-535.4000244140625,76.054443359375,279.7699890136719,0.019999999552965164,1.0,27.976999282836914,80.0,1513.0,135.27703857421875,0.33026620745658875,5002.529296875,2.8979299068450928,0.9900000095367432,0.10000000149011612,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1540,-8.16700267791748,25.09999656677246,-535.4000244140625,92.66988372802734,277.7799987792969,0.029999999329447746,1.0,27.777999877929688,81.0,1523.0,70.52960205078125,0.3443828225135803,5031.56689453125,2.8955209255218506,0.9900000095367432,0.10999999940395355,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1550,-7.987002849578857,25.09999656677246,-535.4000244140625,92.723388671875,276.5799865722656,0.029999999329447746,1.0,27.658000946044922,81.0,1533.0,82.63294982910156,0.40348121523857117,5056.35107421875,2.891023874282837,0.9900000095367432,0.10000000149011612,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1560,-7.3600029945373535,25.09999656677246,-535.4000244140625,93.09638214111328,272.3999938964844,0.029999999329447746,1.0,27.239999771118164,82.0,1543.0,78.91324615478516,0.3853185772895813,5082.3037109375,2.9051589965820312,0.9900000095367432,0.10999999940395355,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1570,-6.9820027351379395,27.64999771118164,-535.4000244140625,93.1831283569336,269.8800048828125,0.029999999329447746,1.0,26.988000869750977,82.0,1553.0,144.57635498046875,0.35296961665153503,5110.634765625,2.9067862033843994,0.9900000095367432,0.10000000149011612,0.9900000095367432,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1580,-12.327503204345703,27.64999771118164,-535.4000244140625,106.97028350830078,268.8500061035156,0.03999999910593033,1.0,26.885000228881836,83.0,1563.0,73.53009033203125,0.35903364419937134,5138.4873046875,2.8673083782196045,0.9900000095367432,0.10999999940395355,1.0,0.009999999776482582,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1590,-17.09100341796875,27.64999771118164,-535.4000244140625,119.01376342773438,263.94000244140625,0.05000000074505806,1.0,26.393999099731445,84.0,1573.0,89.80603790283203,0.43850603699684143,5161.2919921875,2.867448329925537,0.9900000095367432,0.11999999731779099,1.0,0.009999999776482582,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1600,-22.498003005981445,27.64999771118164,-535.4000244140625,129.6606903076172,263.32000732421875,0.05999999865889549,1.0,26.332000732421875,85.0,1583.0,76.7521743774414,0.37476646900177,5187.97509765625,2.885035753250122,0.9900000095367432,0.12999999523162842,1.0,0.009999999776482582,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1610,-16.920001983642578,27.64999771118164,-534.9500122070312,119.04222106933594,262.79998779296875,0.05000000074505806,1.0,26.280000686645508,85.0,1593.0,142.6545867919922,0.3482777774333954,5216.68798828125,2.9041478633880615,0.9900000095367432,0.12999999523162842,1.0,0.009999999776482582,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1620,-21.71050262451172,27.64999771118164,-534.9500122070312,129.8229217529297,258.07000732421875,0.05999999865889549,1.0,25.80699920654297,86.0,1603.0,76.09156799316406,0.3715408742427826,5243.60302734375,2.921525001525879,1.0,0.12999999523162842,1.0,0.009999999776482582,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1630,-26.513002395629883,27.64999771118164,-534.9500122070312,139.60008239746094,253.4199981689453,0.07000000029802322,1.0,25.341999053955078,87.0,1613.0,86.12102508544922,0.4205128252506256,5267.38330078125,2.9429478645324707,1.0,0.12999999523162842,1.0,0.0,1.0,0.009999999776482582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1640,-20.86300277709961,27.64999771118164,-534.9500122070312,130.0447235107422,252.4199981689453,0.05999999865889549,1.0,25.242000579833984,87.0,1623.0,73.2012939453125,0.3574281930923462,5295.36083984375,2.940744161605835,1.0,0.11999999731779099,1.0,0.0,1.0,0.009999999776482582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1650,-20.483503341674805,27.64999771118164,-534.9500122070312,130.1106414794922,249.88999938964844,0.05999999865889549,1.0,24.98900032043457,87.0,1633.0,77.78026580810547,0.3797864317893982,5321.69140625,2.903456687927246,1.0,0.10999999940395355,1.0,0.0,1.0,0.009999999776482582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1660,-20.479001998901367,27.64999771118164,-534.9500122070312,129.91407775878906,249.86000061035156,0.05999999865889549,0.9900000095367432,25.0049991607666,88.0,1642.0,147.9369354248047,0.36117416620254517,5349.37890625,2.8997578620910645,1.0,0.10000000149011612,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1670,-36.63850402832031,27.499998092651367,-534.9500122070312,156.5196990966797,247.58999633789062,0.09000000357627869,0.9900000095367432,24.802000045776367,91.0,1652.0,86.89282989501953,0.42428138852119446,5372.9482421875,2.9344303607940674,1.0,0.12999999523162842,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1680,-31.02450180053711,27.499998092651367,-534.9500122070312,148.391845703125,246.8300018310547,0.07999999821186066,0.9900000095367432,24.753000259399414,91.0,1662.0,74.15753936767578,0.3620973527431488,5400.5654296875,2.949603319168091,1.0,0.11999999731779099,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1690,-25.81700325012207,27.499998092651367,-534.9500122070312,139.49935913085938,248.77999877929688,0.07000000029802322,0.9900000095367432,24.927000045776367,91.0,1672.0,75.06442260742188,0.3665255010128021,5427.8486328125,2.9299874305725098,1.0,0.10999999940395355,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1700,-20.29450225830078,27.499998092651367,-534.9500122070312,129.837890625,248.6300048828125,0.05999999865889549,0.9900000095367432,24.881000518798828,91.0,1682.0,74.76648712158203,0.36507076025009155,5455.240234375,2.927964687347412,1.0,0.10999999940395355,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1710,-31.150503158569336,27.499998092651367,-535.4000244140625,148.41793823242188,247.6699981689453,0.07999999821186066,0.9900000095367432,24.76300048828125,93.0,1692.0,142.4643096923828,0.3478132486343384,5483.99169921875,2.923687696456909,1.0,0.12999999523162842,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1720,-25.61300277709961,30.499998092651367,-535.4000244140625,139.60853576660156,247.4199981689453,0.07000000029802322,0.9900000095367432,24.795000076293945,93.0,1702.0,85.31327819824219,0.41656872630119324,5507.9970703125,2.9020707607269287,1.0,0.12999999523162842,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1730,-25.805002212524414,30.499998092651367,-535.4000244140625,139.3679962158203,248.6999969482422,0.07000000029802322,0.9900000095367432,24.920000076293945,94.0,1712.0,75.37152099609375,0.368025004863739,5535.16943359375,2.9000284671783447,1.0,0.12999999523162842,0.9900000095367432,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1740,-25.25750160217285,30.499998092651367,-535.4000244140625,139.4934539794922,245.0500030517578,0.07000000029802322,0.9900000095367432,24.618000030517578,94.0,1722.0,76.83746337890625,0.3751829266548157,5561.82275390625,2.8801889419555664,1.0,0.12999999523162842,0.9900000095367432,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1750,-30.38700294494629,30.499998092651367,-535.4000244140625,148.4828338623047,242.5800018310547,0.07999999821186066,0.9900000095367432,24.301000595092773,95.0,1732.0,89.74057006835938,0.4381864070892334,5584.64404296875,2.8622853755950928,1.0,0.14000000059604645,0.9900000095367432,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1760,-30.817502975463867,30.499998092651367,-535.4000244140625,148.36508178710938,245.4499969482422,0.07999999821186066,0.9900000095367432,24.576000213623047,96.0,1741.0,142.67318725585938,0.3483232259750366,5613.35302734375,2.8752386569976807,1.0,0.14000000059604645,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1770,-14.664002418518066,30.499998092651367,-535.4000244140625,119.16532897949219,247.75999450683594,0.05000000074505806,0.9900000095367432,24.871999740600586,96.0,1751.0,74.20526885986328,0.3623304069042206,5640.9521484375,2.8727877140045166,1.0,0.14000000059604645,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1780,-14.370002746582031,30.499998092651367,-535.4000244140625,119.24179077148438,245.8000030517578,0.05000000074505806,0.9900000095367432,24.656999588012695,96.0,1761.0,75.68489837646484,0.36955514550209045,5668.01171875,2.835263729095459,1.0,0.14000000059604645,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1790,-14.155502319335938,30.499998092651367,-535.4000244140625,119.3043441772461,244.3699951171875,0.05000000074505806,0.9900000095367432,24.472000122070312,96.0,1771.0,85.86663055419922,0.41927066445350647,5691.86279296875,2.7803092002868652,1.0,0.12999999523162842,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1800,-14.155502319335938,30.499998092651367,-535.4000244140625,119.29672241210938,244.3699951171875,0.05000000074505806,0.9900000095367432,24.395999908447266,96.0,1781.0,73.16747283935547,0.3572630286216736,5719.853515625,2.784271478652954,1.0,0.12999999523162842,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1810,-3.0340027809143066,30.499998092651367,-534.9500122070312,93.25395202636719,243.55999755859375,0.029999999329447746,0.9900000095367432,24.454999923706055,96.0,1791.0,145.36412048339844,0.35489287972450256,5748.03076171875,2.784297466278076,1.0,0.12999999523162842,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1820,-2.8645026683807373,27.64999771118164,-534.9500122070312,93.25466918945312,242.42999267578125,0.029999999329447746,0.9900000095367432,24.268999099731445,96.0,1801.0,76.49518585205078,0.3735116422176361,5774.8037109375,2.7866530418395996,1.0,0.12999999523162842,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1830,3.178497314453125,27.64999771118164,-534.9500122070312,76.86579132080078,238.80999755859375,0.019999999552965164,0.9900000095367432,23.990999221801758,96.0,1811.0,90.17598724365234,0.4403124451637268,5797.51513671875,2.7871410846710205,1.0,0.11999999731779099,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1840,3.53849720954895,30.499998092651367,-534.9500122070312,76.920166015625,236.41000366210938,0.019999999552965164,0.9900000095367432,23.66200065612793,96.0,1821.0,79.24191284179688,0.3869233727455139,5823.35986328125,2.769883632659912,1.0,0.11999999731779099,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1850,9.203496932983398,31.849998474121094,-529.7000122070312,54.675193786621094,235.30999755859375,0.009999999776482582,0.9900000095367432,23.51300048828125,96.0,1831.0,77.69001007080078,0.37934574484825134,5849.72119140625,2.7679126262664795,1.0,0.11999999731779099,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1860,9.906996726989746,31.849998474121094,-529.25,54.61072540283203,230.6199951171875,0.009999999776482582,0.9900000095367432,23.06999969482422,97.0,1840.0,78.60395050048828,0.38380834460258484,5875.77587890625,2.7548887729644775,0.9900000095367432,0.11999999731779099,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1870,10.409497261047363,31.849998474121094,-529.25,54.61653518676758,227.27000427246094,0.009999999776482582,0.9900000095367432,22.72599983215332,97.0,1850.0,86.59879302978516,0.4228456914424896,5899.42529296875,2.7352347373962402,0.9900000095367432,0.11999999731779099,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1880,10.443997383117676,31.849998474121094,-529.25,54.61471939086914,227.0399932861328,0.009999999776482582,0.9900000095367432,22.716999053955078,97.0,1860.0,73.2589340209961,0.3577096462249756,5927.380859375,2.7201406955718994,0.9900000095367432,0.11999999731779099,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1890,10.293996810913086,31.849998474121094,-529.25,54.577091217041016,228.0399932861328,0.009999999776482582,0.9900000095367432,22.770000457763672,97.0,1870.0,85.89759063720703,0.41942182183265686,5951.22314453125,2.686621904373169,0.9900000095367432,0.10000000149011612,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1900,10.451497077941895,31.849998474121094,-529.25,54.56607437133789,226.99000549316406,0.009999999776482582,0.9900000095367432,22.847000122070312,97.0,1880.0,77.04583740234375,0.3762003779411316,5977.8046875,2.668867588043213,0.9900000095367432,0.10000000149011612,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1910,5.227497100830078,31.849998474121094,-534.5,76.95743560791016,225.14999389648438,0.019999999552965164,0.9900000095367432,22.558000564575195,98.0,1890.0,150.24337768554688,0.36680513620376587,6005.06689453125,2.6645398139953613,0.9900000095367432,0.10000000149011612,0.9800000190734863,0.029999999329447746,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1920,-0.4090026319026947,31.849998474121094,-534.5,93.60090637207031,226.05999755859375,0.029999999329447746,0.9900000095367432,22.618000030517578,99.0,1900.0,75.7032241821289,0.3696446418762207,6032.1201171875,2.6647746562957764,0.9900000095367432,0.10000000149011612,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1930,-1.2430026531219482,31.849998474121094,-534.5,93.49164581298828,231.6199951171875,0.029999999329447746,0.9900000095367432,23.208999633789062,99.0,1910.0,80.37998962402344,0.39248043298721313,6057.59912109375,2.64446759223938,0.9900000095367432,0.09000000357627869,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1940,-7.359502792358398,31.849998474121094,-534.5,107.15062713623047,235.72999572753906,0.03999999910593033,0.9800000190734863,23.555999755859375,100.0,1919.0,72.62964630126953,0.3546369671821594,6085.796875,2.624629497528076,0.9900000095367432,0.09000000357627869,0.9800000190734863,0.03999999910593033,0.9900000095367432,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0
