episode,mean_reward,max_reward,min_reward,std_reward,mean_episode_length,collision_rate,success_rate,mean_travel_time_s,total_collisions,total_successes,steps_per_sec,episodes_per_sec,elapsed_sec,mean_train_loss,success_rate/left,collision_rate/left,success_rate/straight,collision_rate/straight,success_rate/right,collision_rate/right,success_rate/scenario_a,success_rate/scenario_b,success_rate/scenario_c,success_rate/scenario_d,success_rate/scenario_e,success_rate/scenario_f,success_rate/scenario_g,success_rate/scenario_h,success_rate/scenario_i
560,-8.648002624511719,27.199996948242188,-534.9500122070312,107.2493667602539,244.32000732421875,0.03999999910593033,0.9900000095367432,24.496000289916992,25.0,553.0,33.83881378173828,0.16522857546806335,2149.68408203125,2.515329122543335,0.9900000095367432,0.10999999940395355,0.9599999785423279,0.05000000074505806,1.0,0.009999999776482582,1.0,1.0,1.0,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
570,-8.627002716064453,27.199996948242188,-534.9500122070312,107.25110626220703,244.17999267578125,0.03999999910593033,0.9900000095367432,24.476999282836914,25.0,563.0,19.615833282470703,0.09578043967485428,2254.089599609375,2.505958080291748,0.9900000095367432,0.10000000149011612,0.9700000286102295,0.03999999910593033,1.0,0.009999999776482582,1.0,1.0,1.0,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
580,-8.793502807617188,27.199996948242188,-535.0999755859375,107.246826171875,245.2899932861328,0.03999999910593033,0.9900000095367432,24.58300018310547,26.0,573.0,62.75436782836914,0.1532089114189148,2319.35986328125,2.5124382972717285,0.9900000095367432,0.10999999940395355,0.9700000286102295,0.03999999910593033,1.0,0.009999999776482582,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
590,-9.41450309753418,27.199996948242188,-535.0999755859375,107.12800598144531,249.42999267578125,0.03999999910593033,0.9900000095367432,25.01799964904785,26.0,583.0,29.80900764465332,0.14555178582668304,2388.06396484375,2.5002706050872803,0.9900000095367432,0.10999999940395355,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
600,-10.241003036499023,27.199996948242188,-535.0999755859375,106.98912048339844,254.94000244140625,0.03999999910593033,0.9900000095367432,25.552000045776367,26.0,593.0,18.854265213012695,0.0920618399977684,2496.686767578125,2.488396406173706,0.9900000095367432,0.10999999940395355,0.9800000190734863,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
610,-21.463003158569336,27.199996948242188,-535.4000244140625,129.64231872558594,256.4200134277344,0.05999999865889549,0.9900000095367432,25.719999313354492,28.0,603.0,65.4317398071289,0.159745454788208,2559.286376953125,2.512258768081665,0.9900000095367432,0.12999999523162842,0.9800000190734863,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
620,-16.878002166748047,27.199996948242188,-535.4000244140625,118.95755004882812,262.5199890136719,0.05000000074505806,1.0,26.25200080871582,28.0,613.0,18.246137619018555,0.08909247070550919,2671.529296875,2.5008039474487305,0.9900000095367432,0.11999999731779099,0.9800000190734863,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
630,-12.261503219604492,27.199996948242188,-535.4000244140625,106.90115356445312,268.4100036621094,0.03999999910593033,1.0,26.840999603271484,28.0,623.0,61.24877166748047,0.14953313767910004,2738.404052734375,2.4817190170288086,0.9900000095367432,0.11999999731779099,0.9800000190734863,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
640,-6.974503040313721,27.199996948242188,-535.4000244140625,93.09075164794922,269.8299865722656,0.029999999329447746,1.0,26.982999801635742,28.0,633.0,74.9582290649414,0.3660069704055786,2765.725830078125,2.4739882946014404,0.9900000095367432,0.10999999940395355,0.9800000190734863,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
650,-6.767502784729004,27.199996948242188,-535.4000244140625,93.122802734375,268.45001220703125,0.029999999329447746,1.0,26.844999313354492,28.0,643.0,84.69798278808594,0.4135643541812897,2789.906005859375,2.466413736343384,0.9900000095367432,0.10999999940395355,0.9800000190734863,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
660,-6.562002658843994,25.09999656677246,-535.4000244140625,93.1621322631836,267.0799865722656,0.029999999329447746,1.0,26.70800018310547,28.0,653.0,93.77896118164062,0.4579050838947296,2811.74462890625,2.461909532546997,0.9900000095367432,0.10000000149011612,0.9800000190734863,0.019999999552965164,1.0,0.009999999776482582,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
670,-11.532503128051758,23.749998092651367,-535.4000244140625,107.00508880615234,263.54998779296875,0.03999999910593033,1.0,26.354999542236328,29.0,663.0,84.36249542236328,0.4119262397289276,2836.020751953125,2.4574828147888184,0.9900000095367432,0.09000000357627869,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
680,-5.513503074645996,27.199996948242188,-535.4000244140625,93.30399322509766,260.0899963378906,0.029999999329447746,1.0,26.009000778198242,29.0,673.0,81.43037414550781,0.39760923385620117,2861.171142578125,2.4743428230285645,0.9900000095367432,0.09000000357627869,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
690,-4.432003021240234,29.749998092651367,-535.4000244140625,93.50260162353516,252.8800048828125,0.029999999329447746,1.0,25.288000106811523,29.0,683.0,95.07097625732422,0.4642137587070465,2882.712890625,2.4697556495666504,0.9900000095367432,0.09000000357627869,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
700,-3.496002674102783,29.749998092651367,-535.4000244140625,93.62776947021484,246.63999938964844,0.029999999329447746,1.0,24.663999557495117,29.0,693.0,158.00244140625,0.38574814796447754,2908.636474609375,2.4594855308532715,1.0,0.07999999821186066,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
710,7.875997066497803,29.749998092651367,-533.75,54.8106689453125,244.16000366210938,0.009999999776482582,1.0,24.416000366210938,29.0,703.0,88.72804260253906,0.43324241042137146,2931.71826171875,2.452584981918335,1.0,0.07000000029802322,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
720,-7.874002456665039,29.749998092651367,-534.6500244140625,107.60894012451172,239.16000366210938,0.03999999910593033,1.0,23.916000366210938,32.0,713.0,92.40885925292969,0.45121511816978455,2953.880615234375,2.488111734390259,1.0,0.10000000149011612,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
730,-7.131502628326416,29.749998092651367,-534.6500244140625,107.72804260253906,234.2100067138672,0.03999999910593033,1.0,23.42099952697754,32.0,723.0,90.92957305908203,0.4439920485019684,2976.403564453125,2.503195285797119,1.0,0.09000000357627869,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
740,-7.19600248336792,29.749998092651367,-534.6500244140625,107.72223663330078,234.63999938964844,0.03999999910593033,1.0,23.464000701904297,32.0,733.0,62.11601257324219,0.3033008277416229,3009.374267578125,2.4959945678710938,1.0,0.09000000357627869,0.9800000190734863,0.019999999552965164,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
750,-7.833502769470215,29.749998092651367,-534.6500244140625,107.622802734375,238.88999938964844,0.03999999910593033,1.0,23.888999938964844,32.0,743.0,158.84727478027344,0.38781070709228516,3035.159912109375,2.479710340499878,1.0,0.09000000357627869,0.9900000095367432,0.009999999776482582,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
760,-8.295502662658691,29.749998092651367,-534.6500244140625,107.57495880126953,241.97000122070312,0.03999999910593033,1.0,24.19700050354004,32.0,753.0,84.34579467773438,0.4118446707725525,3059.44091796875,2.4731357097625732,1.0,0.07999999821186066,0.9900000095367432,0.009999999776482582,1.0,0.019999999552965164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
770,-2.936502695083618,29.749998092651367,-534.6500244140625,93.70921325683594,242.91000366210938,0.029999999329447746,1.0,24.291000366210938,32.0,763.0,92.51482391357422,0.4517325460910797,3081.577880859375,2.4650187492370605,1.0,0.07999999821186066,0.9900000095367432,0.009999999776482582,1.0,0.009999999776482582,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
780,-14.00250244140625,29.749998092651367,-534.6500244140625,119.21215057373047,243.35000610351562,0.05000000074505806,0.9900000095367432,24.381999969482422,34.0,772.0,92.07643127441406,0.4495919346809387,3103.8203125,2.4608986377716064,1.0,0.07999999821186066,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
790,-14.23800277709961,22.999998092651367,-534.6500244140625,119.1522216796875,244.9199981689453,0.05000000074505806,0.9900000095367432,24.52899932861328,34.0,782.0,75.99472045898438,0.37106794118881226,3130.76953125,2.49362850189209,1.0,0.07999999821186066,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
800,-14.110502243041992,29.449996948242188,-534.6500244140625,119.22248840332031,244.07000732421875,0.05000000074505806,0.9900000095367432,24.43899917602539,34.0,792.0,79.16870880126953,0.3865659832954407,3156.638427734375,2.489413022994995,1.0,0.07999999821186066,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
810,-19.24900245666504,31.099998474121094,-534.9500122070312,130.0628204345703,241.66000366210938,0.05999999865889549,0.9900000095367432,24.16900062561035,35.0,802.0,164.6699676513672,0.40202629566192627,3181.512451171875,2.4990882873535156,1.0,0.09000000357627869,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
820,-2.8450026512145996,31.099998474121094,-534.9500122070312,93.37882232666016,242.3000030517578,0.029999999329447746,0.9900000095367432,24.26799964904785,35.0,812.0,89.44761657714844,0.4367559552192688,3204.408447265625,2.495100975036621,1.0,0.07999999821186066,0.9900000095367432,0.019999999552965164,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
830,-8.0180025100708,31.099998474121094,-534.9500122070312,107.34210205078125,240.1199951171875,0.03999999910593033,0.9900000095367432,24.02400016784668,36.0,822.0,83.24169921875,0.40645360946655273,3229.011474609375,2.4988672733306885,1.0,0.07999999821186066,0.9900000095367432,0.019999999552965164,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
840,-7.716502666473389,31.099998474121094,-534.9500122070312,107.42507934570312,238.11000061035156,0.03999999910593033,0.9900000095367432,23.87700080871582,36.0,832.0,80.86343383789062,0.3948409855365753,3254.338134765625,2.5050790309906006,1.0,0.07999999821186066,0.9900000095367432,0.019999999552965164,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
850,-12.099002838134766,31.099998474121094,-534.9500122070312,119.7361068725586,230.66000366210938,0.05000000074505806,0.9900000095367432,23.118000030517578,37.0,842.0,100.00602722167969,0.48831069469451904,3274.81689453125,2.5268006324768066,1.0,0.09000000357627869,0.9900000095367432,0.019999999552965164,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0,1.0
860,-22.440502166748047,31.099998474121094,-534.9500122070312,140.23951721191406,226.27000427246094,0.07000000029802322,0.9800000190734863,22.81800079345703,39.0,851.0,81.90168762207031,0.3999105989933014,3299.822509765625,2.5500359535217285,1.0,0.10000000149011612,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
870,-22.299501419067383,31.099998474121094,-534.9500122070312,140.2889862060547,225.3300018310547,0.07000000029802322,0.9800000190734863,22.562000274658203,39.0,861.0,82.46503448486328,0.4026612937450409,3324.657470703125,2.5761516094207764,1.0,0.09000000357627869,0.9800000190734863,0.029999999329447746,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
880,-22.082002639770508,31.099998474121094,-535.5499877929688,140.50747680664062,223.8800048828125,0.07000000029802322,0.9800000190734863,22.382999420166016,41.0,870.0,94.6507797241211,0.4621620178222656,3346.294921875,2.5791752338409424,1.0,0.10000000149011612,0.9700000286102295,0.03999999910593033,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
890,-27.379501342773438,32.29999923706055,-535.5499877929688,149.52197265625,222.52999877929688,0.07999999821186066,0.9800000190734863,22.219999313354492,42.0,880.0,81.94171142578125,0.4001060128211975,3371.2880859375,2.604391574859619,1.0,0.10999999940395355,0.9700000286102295,0.03999999910593033,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
900,-32.66650390625,32.29999923706055,-535.5499877929688,157.63294982910156,221.11000061035156,0.09000000357627869,0.9700000286102295,22.131000518798828,43.0,889.0,82.53730010986328,0.4030141532421112,3396.101318359375,2.6251235008239746,1.0,0.10999999940395355,0.9599999785423279,0.05000000074505806,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
910,-27.334503173828125,32.29999923706055,-535.5499877929688,149.3362579345703,222.22999572753906,0.07999999821186066,0.9700000286102295,22.191999435424805,43.0,899.0,89.1278305053711,0.4351944923400879,3419.079345703125,2.6500484943389893,1.0,0.10999999940395355,0.9599999785423279,0.05000000074505806,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
920,-27.18450164794922,32.29999923706055,-535.5499877929688,149.3740234375,221.22999572753906,0.07999999821186066,0.9700000286102295,22.239999771118164,43.0,909.0,156.6678466796875,0.3824898600578308,3445.223876953125,2.658175468444824,1.0,0.09000000357627869,0.9599999785423279,0.05000000074505806,1.0,0.009999999776482582,1.0,0.949999988079071,1.0,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
930,-32.57050323486328,32.29999923706055,-535.5499877929688,157.3257598876953,220.47000122070312,0.09000000357627869,0.9599999785423279,22.114999771118164,45.0,918.0,94.06852722167969,0.45931896567344666,3466.995361328125,2.700376033782959,0.9900000095367432,0.10999999940395355,0.9599999785423279,0.05000000074505806,1.0,0.009999999776482582,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
940,-48.76150131225586,33.04999923706055,-535.5499877929688,178.7299041748047,218.41000366210938,0.11999999731779099,0.949999988079071,22.091999053955078,48.0,927.0,91.86675262451172,0.4485681354999542,3489.28857421875,2.757444143295288,0.9900000095367432,0.12999999523162842,0.949999988079071,0.05999999865889549,1.0,0.009999999776482582,1.0,0.8999999761581421,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
950,-44.48400115966797,33.04999923706055,-535.5499877929688,171.63815307617188,226.55999755859375,0.10999999940395355,0.949999988079071,22.709999084472656,48.0,937.0,66.97566986083984,0.32702964544296265,3519.86669921875,2.755821943283081,0.9900000095367432,0.12999999523162842,0.949999988079071,0.05999999865889549,1.0,0.009999999776482582,1.0,0.8999999761581421,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
960,-33.829002380371094,33.04999923706055,-535.5499877929688,156.89913940429688,228.86000061035156,0.09000000357627869,0.9599999785423279,22.91200065612793,48.0,947.0,78.2690200805664,0.38217294216156006,3546.032958984375,2.75612735748291,0.9900000095367432,0.12999999523162842,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
970,-34.394500732421875,33.04999923706055,-535.5499877929688,156.72439575195312,232.6300048828125,0.09000000357627869,0.9599999785423279,23.420000076293945,48.0,957.0,76.78865814208984,0.37494462728500366,3572.70361328125,2.7400617599487305,0.9900000095367432,0.12999999523162842,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
980,-23.231002807617188,33.04999923706055,-535.0999755859375,139.82247924804688,231.5399932861328,0.07000000029802322,0.9700000286102295,23.238000869750977,48.0,967.0,95.06754302978516,0.46419697999954224,3594.24609375,2.7202770709991455,0.9900000095367432,0.12999999523162842,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
990,-23.268503189086914,33.04999923706055,-535.25,139.8166046142578,231.7899932861328,0.07000000029802322,0.9700000286102295,23.263999938964844,49.0,977.0,154.73934936523438,0.37778159976005554,3620.716552734375,2.7242989540100098,0.9900000095367432,0.14000000059604645,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
1000,-17.53600311279297,33.04999923706055,-535.25,130.32754516601562,230.24000549316406,0.05999999865889549,0.9800000190734863,23.093000411987305,49.0,987.0,0.0,0.4264451861381531,3644.166015625,2.7242989540100098,0.9900000095367432,0.14000000059604645,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
1010,-28.650001525878906,33.04999923706055,-535.25,148.8655548095703,231.0,0.07999999821186066,0.9800000190734863,23.242000579833984,51.0,997.0,171.53619384765625,0.4187895357608795,3668.04443359375,2.748506546020508,0.9900000095367432,0.1599999964237213,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
1020,-39.417503356933594,33.94999694824219,-535.25,164.79600524902344,229.4499969482422,0.10000000149011612,0.9800000190734863,23.040000915527344,53.0,1007.0,81.26358795166016,0.396794855594635,3693.246337890625,2.768198251724243,0.9900000095367432,0.1599999964237213,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
1030,-39.698001861572266,33.94999694824219,-535.25,164.95135498046875,231.32000732421875,0.10000000149011612,0.9900000095367432,23.160999298095703,55.0,1017.0,79.15632629394531,0.38650548458099365,3719.119384765625,2.787898540496826,0.9900000095367432,0.17000000178813934,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8500000238418579,1.0,1.0,1.0,1.0,1.0
1040,-23.57000160217285,33.94999694824219,-535.25,140.407470703125,233.8000030517578,0.07000000029802322,1.0,23.3799991607666,55.0,1027.0,79.7293701171875,0.3893035650253296,3744.80615234375,2.8048954010009766,0.9900000095367432,0.17000000178813934,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
1050,-28.036502838134766,33.94999694824219,-535.25,149.39517211914062,226.91000366210938,0.07999999821186066,1.0,22.69099998474121,56.0,1037.0,92.92744445800781,0.4537472724914551,3766.844970703125,2.8272645473480225,0.9900000095367432,0.17000000178813934,0.949999988079071,0.07000000029802322,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.8999999761581421,1.0,1.0,1.0,1.0,1.0
1060,-33.00550079345703,33.94999694824219,-535.25,157.7360076904297,223.3699951171875,0.09000000357627869,1.0,22.336999893188477,57.0,1047.0,81.3429183959961,0.3971822261810303,3792.022216796875,2.833925485610962,0.9900000095367432,0.18000000715255737,0.949999988079071,0.07000000029802322,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1070,-38.0780029296875,33.94999694824219,-535.25,165.49281311035156,220.52000427246094,0.10000000149011612,1.0,22.052000045776367,58.0,1057.0,80.79312896728516,0.39449772238731384,3817.370849609375,2.855797529220581,0.9900000095367432,0.1899999976158142,0.9599999785423279,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1080,-43.59000015258789,33.94999694824219,-535.25,172.58140563964844,220.60000610351562,0.10999999940395355,1.0,22.059999465942383,59.0,1067.0,96.52117156982422,0.4712947905063629,3838.589111328125,2.875316619873047,0.9900000095367432,0.20000000298023224,0.9599999785423279,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0,1.0
1090,-48.96550369262695,33.94999694824219,-534.7999877929688,179.1168975830078,219.77000427246094,0.11999999731779099,0.9900000095367432,22.06599998474121,61.0,1076.0,80.84354400634766,0.3947438597679138,3863.921875,2.8979299068450928,0.9900000095367432,0.20999999344348907,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1100,-49.253501892089844,33.94999694824219,-534.7999877929688,179.00701904296875,221.69000244140625,0.11999999731779099,0.9900000095367432,22.124000549316406,61.0,1086.0,79.96917724609375,0.39047449827194214,3889.531982421875,2.9178173542022705,0.9900000095367432,0.20999999344348907,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,0.949999988079071,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1110,-37.78550338745117,33.94999694824219,-534.7999877929688,165.42005920410156,218.57000732421875,0.10000000149011612,0.9900000095367432,21.88800048828125,61.0,1096.0,92.5634536743164,0.4519699811935425,3911.6572265625,2.921759843826294,0.9900000095367432,0.20000000298023224,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1120,-31.994503021240234,33.79999923706055,-534.7999877929688,157.68898010253906,216.6300048828125,0.09000000357627869,0.9800000190734863,21.72100067138672,62.0,1105.0,81.81269073486328,0.399476021528244,3936.68994140625,2.92659592628479,0.9900000095367432,0.20000000298023224,0.9399999976158142,0.07000000029802322,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1130,-20.87900161743164,33.79999923706055,-534.7999877929688,140.60057067871094,215.86000061035156,0.07000000029802322,0.9800000190734863,21.652999877929688,62.0,1115.0,81.85963439941406,0.3997052311897278,3961.70849609375,2.948341131210327,0.9900000095367432,0.1899999976158142,0.9399999976158142,0.07000000029802322,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1140,-20.705001831054688,33.79999923706055,-534.7999877929688,140.63644409179688,214.6999969482422,0.07000000029802322,0.9800000190734863,21.518999099731445,62.0,1125.0,171.58172607421875,0.4189006984233856,3985.58056640625,2.9306461811065674,0.9900000095367432,0.18000000715255737,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1150,-26.334001541137695,33.19999694824219,-535.4000244140625,149.72030639648438,215.55999755859375,0.07999999821186066,0.9800000190734863,21.638999938964844,64.0,1135.0,76.9376220703125,0.37567198276519775,4012.199462890625,2.94612979888916,0.9900000095367432,0.1899999976158142,0.949999988079071,0.05999999865889549,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1160,-20.90900230407715,33.19999694824219,-535.4000244140625,140.7531280517578,216.05999755859375,0.07000000029802322,0.9800000190734863,21.691999435424805,64.0,1145.0,91.84713745117188,0.44847235083580017,4034.497314453125,2.929060697555542,0.9900000095367432,0.1899999976158142,0.9599999785423279,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1170,-15.173501968383789,33.19999694824219,-535.4000244140625,131.0360565185547,214.49000549316406,0.05999999865889549,0.9800000190734863,21.472000122070312,64.0,1155.0,79.53099822998047,0.3883349299430847,4060.248291015625,2.9134669303894043,0.9900000095367432,0.17000000178813934,0.9599999785423279,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1180,-15.334002494812012,33.19999694824219,-535.4000244140625,130.958251953125,215.55999755859375,0.05999999865889549,0.9800000190734863,21.583999633789062,65.0,1165.0,84.44214630126953,0.41231516003608704,4084.501708984375,2.9330267906188965,0.9900000095367432,0.18000000715255737,0.9700000286102295,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1190,-4.4795026779174805,32.29999923706055,-535.4000244140625,108.14669799804688,216.52999877929688,0.03999999910593033,0.9900000095367432,21.743999481201172,65.0,1175.0,89.61524963378906,0.43757447600364685,4107.35498046875,2.9330244064331055,0.9900000095367432,0.18000000715255737,0.9700000286102295,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1200,-9.811502456665039,32.29999923706055,-535.4000244140625,120.14649200439453,215.41000366210938,0.05000000074505806,0.9900000095367432,21.493000030517578,66.0,1185.0,82.3306655883789,0.4020051956176758,4132.22998046875,2.9525246620178223,0.9900000095367432,0.18000000715255737,0.9700000286102295,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1210,-10.260002136230469,32.29999923706055,-535.4000244140625,120.04595184326172,218.39999389648438,0.05000000074505806,0.9900000095367432,21.898000717163086,66.0,1195.0,78.9295883178711,0.38539838790893555,4158.17724609375,2.9371044635772705,0.9900000095367432,0.18000000715255737,0.9700000286102295,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1220,-11.302502632141113,32.14999771118164,-535.4000244140625,120.0123062133789,225.35000610351562,0.05000000074505806,1.0,22.53499984741211,67.0,1205.0,75.28349304199219,0.3675951659679413,4185.38134765625,2.9375996589660645,1.0,0.15000000596046448,0.9700000286102295,0.05000000074505806,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1230,-11.119502067565918,32.14999771118164,-535.4000244140625,120.05448150634766,224.1300048828125,0.05000000074505806,1.0,22.413000106811523,67.0,1215.0,92.2581787109375,0.4504793882369995,4207.580078125,2.952754020690918,1.0,0.15000000596046448,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
1240,-16.963003158569336,32.14999771118164,-535.4000244140625,130.76986694335938,226.4199981689453,0.05999999865889549,1.0,22.642000198364258,68.0,1225.0,148.90911865234375,0.3635476529598236,4235.08642578125,2.9349186420440674,1.0,0.1599999964237213,0.9800000190734863,0.03999999910593033,1.0,0.0,1.0,0.949999988079071,1.0,0.949999988079071,1.0,1.0,1.0,1.0,1.0
